,CouncilArea
10253,Whittlesea
10254,Whittlesea
10255,Whittlesea
10256,Whittlesea
10257,Whittlesea
10258,Whittlesea
10259,Moonee Valley
10260,Moonee Valley
10261,Moonee Valley
10262,Moonee Valley
10263,Moonee Valley
10264,Moonee Valley
10265,Moonee Valley
10266,Moreland
10267,Moreland
10268,Moreland
10269,Moreland
10270,Moreland
10271,Knox
10272,Knox
10273,Yarra
10274,Yarra
10275,Yarra
10276,Moonee Valley
10277,Maribyrnong
10278,Maribyrnong
10279,Whitehorse
10280,Whitehorse
10281,Frankston
10282,Frankston
10283,Frankston
10284,Frankston
10285,Glen Eira
10286,Hume
10287,Hume
10288,Stonnington
10289,Stonnington
10290,Boroondara
10291,Boroondara
10292,Boroondara
10293,Boroondara
10294,Boroondara
10295,Monash
10296,Monash
10297,Monash
10298,Monash
10299,Moreland
10300,Moreland
10301,Moreland
10302,Moreland
10303,Moreland
10304,Moreland
10305,Moreland
10306,Banyule
10307,Hume
10308,Hume
10309,Hume
10310,Hume
10311,Moreland
10312,Bayside
10313,Bayside
10314,Bayside
10315,Casey
10316,Boroondara
10317,Boroondara
10318,Boroondara
10319,Boroondara
10320,Boroondara
10321,Boroondara
10322,Boroondara
10323,Boroondara
10324,Boroondara
10325,Boroondara
10326,Boroondara
10327,Boroondara
10328,Boroondara
10329,Boroondara
10330,Banyule
10331,Banyule
10332,Banyule
10333,Banyule
10334,Banyule
10335,Banyule
10336,Banyule
10337,Banyule
10338,Banyule
10339,Banyule
10340,Bayside
10341,Brimbank
10342,Melton
10343,Wyndham
10344,Wyndham
10345,Wyndham
10346,Wyndham
10347,Wyndham
10348,Wyndham
10349,Wyndham
10350,Wyndham
10351,Monash
10352,Monash
10353,Banyule
10354,Banyule
10355,Hume
10356,Brimbank
10357,Brimbank
10358,Moonee Valley
10359,Moonee Valley
10360,Moonee Valley
10361,Brimbank
10362,Melbourne
10363,Melbourne
10364,Boroondara
10365,Boroondara
10366,Boroondara
10367,Boroondara
10368,Boroondara
10369,Boroondara
10370,Boroondara
10371,Boroondara
10372,Boroondara
10373,Greater Dandenong
10374,Brimbank
10375,Knox
10376,Knox
10377,Whittlesea
10378,Whittlesea
10379,Whittlesea
10380,Whittlesea
10381,Banyule
10382,Maribyrnong
10383,Stonnington
10384,Stonnington
10385,Stonnington
10386,Stonnington
10387,Maribyrnong
10388,Maribyrnong
10389,Maribyrnong
10390,Maribyrnong
10391,Glen Eira
10392,Glen Eira
10393,Melbourne
10394,Melton
10395,Melton
10396,Melton
10397,Kingston
10398,Kingston
10399,Port Phillip
10400,Port Phillip
10401,Whittlesea
10402,Whittlesea
10403,Whitehorse
10404,Whitehorse
10405,Whitehorse
10406,Whitehorse
10407,Whitehorse
10408,Whitehorse
10409,Whitehorse
10410,Banyule
10411,Banyule
10412,Banyule
10413,Banyule
10414,Banyule
10415,Banyule
10416,Banyule
10417,Banyule
10418,Monash
10419,Monash
10420,Monash
10421,Monash
10422,Monash
10423,Monash
10424,Monash
10425,Glen Eira
10426,Glen Eira
10427,Glen Eira
10428,Moonee Valley
10429,Moonee Valley
10430,Moonee Valley
10431,Greater Dandenong
10432,Greater Dandenong
10433,Greater Dandenong
10434,Greater Dandenong
10435,Melbourne
10436,Melbourne
10437,Melbourne
10438,Melbourne
10439,Darebin
10440,Darebin
10441,Darebin
10442,Darebin
10443,Whitehorse
10444,Whitehorse
10445,Whitehorse
10446,Moreland
10447,Monash
10448,Monash
10449,Monash
10450,Glen Eira
10451,Glen Eira
10452,Kingston
10453,Kingston
10454,Kingston
10455,Kingston
10456,Melbourne
10457,Moreland
10458,Moreland
10459,Moreland
10460,Moreland
10461,Moreland
10462,Moreland
10463,Moreland
10464,Port Phillip
10465,Port Phillip
10466,Stonnington
10467,Stonnington
10468,Stonnington
10469,Stonnington
10470,Stonnington
10471,Stonnington
10472,Darebin
10473,Darebin
10474,Darebin
10475,Darebin
10476,Darebin
10477,Darebin
10478,Darebin
10479,Darebin
10480,Darebin
10481,Darebin
10482,Darebin
10483,Darebin
10484,Darebin
10485,Yarra
10486,Yarra
10487,Yarra
10488,Yarra
10489,Yarra
10490,Yarra
10491,Maroondah
10492,Maroondah
10493,Maroondah
10494,Banyule
10495,Banyule
10496,Hume
10497,Bayside
10498,Bayside
10499,Bayside
10500,Frankston
10501,Maribyrnong
10502,Maribyrnong
10503,Maribyrnong
10504,Yarra Ranges
10505,Hobsons Bay
10506,Port Phillip
10507,Port Phillip
10508,Stonnington
10509,Stonnington
10510,Stonnington
10511,Melbourne
10512,Melbourne
10513,Hobsons Bay
10514,Hobsons Bay
10515,Brimbank
10516,Brimbank
10517,Banyule
10518,Port Phillip
10519,Port Phillip
10520,Hume
10521,Brimbank
10522,Brimbank
10523,Brimbank
10524,Brimbank
10525,Brimbank
10526,Brimbank
10527,Boroondara
10528,Boroondara
10529,Whitehorse
10530,Boroondara
10531,Melton
10532,Brimbank
10533,Manningham
10534,Manningham
10535,Manningham
10536,Whittlesea
10537,Whittlesea
10538,Whittlesea
10539,Whittlesea
10540,Darebin
10541,Darebin
10542,Darebin
10543,Wyndham
10544,Hume
10545,Hume
10546,Yarra Ranges
10547,Banyule
10548,Manningham
10549,Banyule
10550,Banyule
10551,Wyndham
10552,Wyndham
10553,Maribyrnong
10554,Melbourne
10555,Hume
10556,Hume
10557,Monash
10558,Monash
10559,Monash
10560,Hobsons Bay
10561,Hobsons Bay
10562,Hobsons Bay
10563,Whittlesea
10564,Maribyrnong
10565,Maribyrnong
10566,Yarra
10567,Moonee Valley
10568,Port Phillip
10569,Hobsons Bay
10570,Hobsons Bay
10571,Moonee Valley
10572,Moonee Valley
10573,Moonee Valley
10574,Moonee Valley
10575,Moonee Valley
10576,Moorabool
10577,Port Phillip
10578,Boroondara
10579,Knox
10580,Knox
10581,Glen Eira
10582,Casey
10583,Casey
10584,Whitehorse
10585,Whitehorse
10586,Knox
10587,Knox
10588,Whitehorse
10589,Maribyrnong
10590,Maribyrnong
10591,Maribyrnong
10592,Bayside
10593,Bayside
10594,Glen Eira
10595,Hume
10596,Hume
10597,Hobsons Bay
10598,Moreland
10599,Moreland
10600,Moreland
10601,Moreland
10602,Moreland
10603,Moreland
10604,Banyule
10605,Banyule
10606,Whitehorse
10607,Whitehorse
10608,Whitehorse
10609,Brimbank
10610,Boroondara
10611,Boroondara
10612,Glen Eira
10613,Glen Eira
10614,Glen Eira
10615,Glen Eira
10616,Glen Eira
10617,Melton
10618,Melton
10619,Melton
10620,Frankston
10621,Glen Eira
10622,Monash
10623,Monash
10624,Moreland
10625,Moreland
10626,Moreland
10627,Yarra
10628,Yarra
10629,Hume
10630,Casey
10631,Maroondah
10632,Maroondah
10633,Maroondah
10634,Maroondah
10635,Maroondah
10636,Greater Dandenong
10637,Greater Dandenong
10638,Greater Dandenong
10639,Brimbank
10640,Brimbank
10641,Brimbank
10642,Kingston
10643,Kingston
10644,Manningham
10645,Manningham
10646,Manningham
10647,Manningham
10648,Manningham
10649,Manningham
10650,Manningham
10651,Manningham
10652,Banyule
10653,Kingston
10654,Nillumbik
10655,Banyule
10656,Port Phillip
10657,Port Phillip
10658,Whittlesea
10659,Whittlesea
10660,Whittlesea
10661,Whittlesea
10662,Moonee Valley
10663,Moonee Valley
10664,Moonee Valley
10665,Knox
10666,Knox
10667,Yarra
10668,Yarra
10669,Yarra
10670,Moonee Valley
10671,Maribyrnong
10672,Frankston
10673,Frankston
10674,Hume
10675,Stonnington
10676,Stonnington
10677,Stonnington
10678,Monash
10679,Monash
10680,Moreland
10681,Moreland
10682,Moreland
10683,Moreland
10684,Moreland
10685,Moreland
10686,Banyule
10687,Banyule
10688,Hume
10689,Hume
10690,Moreland
10691,Moreland
10692,Moreland
10693,Casey
10694,Bayside
10695,Bayside
10696,Casey
10697,Casey
10698,Boroondara
10699,Boroondara
10700,Banyule
10701,Banyule
10702,Banyule
10703,Banyule
10704,Banyule
10705,Bayside
10706,Bayside
10707,Melton
10708,Monash
10709,Banyule
10710,Banyule
10711,Banyule
10712,Banyule
10713,Hume
10714,Brimbank
10715,Brimbank
10716,Brimbank
10717,Brimbank
10718,Moonee Valley
10719,Moonee Valley
10720,Brimbank
10721,Brimbank
10722,Melbourne
10723,Melbourne
10724,Melbourne
10725,Boroondara
10726,Boroondara
10727,Boroondara
10728,Maroondah
10729,Whittlesea
10730,Whittlesea
10731,Whittlesea
10732,Maribyrnong
10733,Maribyrnong
10734,Maribyrnong
10735,Stonnington
10736,Maribyrnong
10737,Hume
10738,Hume
10739,Melbourne
10740,Melton
10741,Melton
10742,Melton
10743,Kingston
10744,Kingston
10745,Kingston
10746,Whittlesea
10747,Whittlesea
10748,Whittlesea
10749,Whittlesea
10750,Whittlesea
10751,Whittlesea
10752,Whittlesea
10753,Whittlesea
10754,Whittlesea
10755,Whittlesea
10756,Whitehorse
10757,Whitehorse
10758,Yarra Ranges
10759,Moonee Valley
10760,Moonee Valley
10761,Moonee Valley
10762,Yarra Ranges
10763,Kingston
10764,Kingston
10765,Monash
10766,Monash
10767,Monash
10768,Monash
10769,Monash
10770,Monash
10771,Glen Eira
10772,Glen Eira
10773,Hobsons Bay
10774,Greater Dandenong
10775,Melbourne
10776,Melbourne
10777,Whitehorse
10778,Whitehorse
10779,Whitehorse
10780,Whitehorse
10781,Monash
10782,Monash
10783,Kingston
10784,Monash
10785,Monash
10786,Monash
10787,Glen Eira
10788,Glen Eira
10789,Kingston
10790,Melbourne
10791,Moreland
10792,Port Phillip
10793,Stonnington
10794,Darebin
10795,Darebin
10796,Darebin
10797,Darebin
10798,Darebin
10799,Darebin
10800,Darebin
10801,Yarra
10802,Yarra
10803,Yarra
10804,Maroondah
10805,Maroondah
10806,Maroondah
10807,Knox
10808,Knox
10809,Bayside
10810,Knox
10811,Hobsons Bay
10812,Frankston
10813,Port Phillip
10814,Whittlesea
10815,Whittlesea
10816,Whittlesea
10817,Whittlesea
10818,Stonnington
10819,Stonnington
10820,Melbourne
10821,Hobsons Bay
10822,Greater Dandenong
10823,Brimbank
10824,Brimbank
10825,Brimbank
10826,Brimbank
10827,Brimbank
10828,Port Phillip
10829,Port Phillip
10830,Moonee Valley
10831,Moonee Valley
10832,Hume
10833,Hume
10834,Hume
10835,Brimbank
10836,Brimbank
10837,Brimbank
10838,Brimbank
10839,Whitehorse
10840,Wyndham
10841,Wyndham
10842,Manningham
10843,Manningham
10844,Manningham
10845,Manningham
10846,Knox
10847,Whittlesea
10848,Whittlesea
10849,Whittlesea
10850,Darebin
10851,Darebin
10852,Stonnington
10853,Stonnington
10854,Wyndham
10855,Wyndham
10856,Hume
10857,Hume
10858,Knox
10859,Knox
10860,Knox
10861,Banyule
10862,Wyndham
10863,Wyndham
10864,Wyndham
10865,Melbourne
10866,Melbourne
10867,Hume
10868,Hume
10869,Hobsons Bay
10870,Hobsons Bay
10871,Stonnington
10872,Wyndham
10873,Banyule
10874,Maribyrnong
10875,Maribyrnong
10876,Yarra
10877,Yarra
10878,Yarra
10879,Yarra
10880,Moonee Valley
10881,Moonee Valley
10882,Moonee Valley
10883,Brimbank
10884,Darebin
10885,Hobsons Bay
10886,Hobsons Bay
10887,Hobsons Bay
10888,Hobsons Bay
10889,Stonnington
10890,Stonnington
10891,Moonee Valley
10892,Boroondara
10893,Boroondara
10894,Kingston
10895,Port Phillip
10896,Boroondara
10897,Boroondara
10898,Boroondara
10899,Boroondara
10900,Boroondara
10901,Boroondara
10902,Knox
10903,Bayside
10904,Bayside
10905,Banyule
10906,Glen Eira
10907,Glen Eira
10908,Glen Eira
10909,Glen Eira
10910,Glen Eira
10911,Casey
10912,Bayside
10913,Whitehorse
10914,Whitehorse
10915,Whitehorse
10916,Knox
10917,Whitehorse
10918,Whitehorse
10919,Banyule
10920,Bayside
10921,Bayside
10922,Bayside
10923,Bayside
10924,Bayside
10925,Bayside
10926,Bayside
10927,Bayside
10928,Bayside
10929,Bayside
10930,Hume
10931,Hume
10932,Moreland
10933,Moreland
10934,Moreland
10935,Manningham
10936,Manningham
10937,Manningham
10938,Macedon Ranges
10939,Whittlesea
10940,Whittlesea
10941,Whittlesea
10942,Darebin
10943,Whittlesea
10944,Whittlesea
10945,Whitehorse
10946,Whitehorse
10947,Whitehorse
10948,Whitehorse
10949,Brimbank
10950,Boroondara
10951,Boroondara
10952,Boroondara
10953,Boroondara
10954,Boroondara
10955,Boroondara
10956,Glen Eira
10957,Melton
10958,Kingston
10959,Frankston
10960,Glen Eira
10961,Glen Eira
10962,Monash
10963,Monash
10964,Kingston
10965,Bayside
10966,Kingston
10967,Yarra Ranges
10968,Kingston
10969,Monash
10970,Monash
10971,Yarra
10972,Yarra
10973,Hume
10974,Hume
10975,Hume
10976,Hume
10977,Hume
10978,Casey
10979,Maroondah
10980,Maroondah
10981,Maroondah
10982,Maroondah
10983,Maroondah
10984,Greater Dandenong
10985,Greater Dandenong
10986,Boroondara
10987,Brimbank
10988,Brimbank
10989,Nillumbik
10990,Nillumbik
10991,Melton
10992,Kingston
10993,Kingston
10994,Manningham
10995,Manningham
10996,Manningham
10997,Melbourne
10998,Nillumbik
10999,Nillumbik
11000,Nillumbik
11001,Nillumbik
11002,Port Phillip
11003,Port Phillip
11004,Port Phillip
11005,Port Phillip
11006,Whittlesea
11007,Whittlesea
11008,Whittlesea
11009,Whittlesea
11010,Whittlesea
11011,Moonee Valley
11012,Moonee Valley
11013,Moonee Valley
11014,Moonee Valley
11015,Moonee Valley
11016,Moreland
11017,Moreland
11018,Moreland
11019,Knox
11020,Yarra
11021,Yarra
11022,Yarra
11023,Yarra
11024,Yarra
11025,Yarra
11026,Moonee Valley
11027,Maribyrnong
11028,Maribyrnong
11029,Whitehorse
11030,Frankston
11031,Frankston
11032,Macedon Ranges
11033,Hume
11034,Hume
11035,Boroondara
11036,Stonnington
11037,Boroondara
11038,Boroondara
11039,Boroondara
11040,Boroondara
11041,Boroondara
11042,Stonnington
11043,Monash
11044,Moreland
11045,Moreland
11046,Moreland
11047,Nillumbik
11048,Banyule
11049,Bayside
11050,Boroondara
11051,Boroondara
11052,Boroondara
11053,Boroondara
11054,Boroondara
11055,Boroondara
11056,Boroondara
11057,Boroondara
11058,Boroondara
11059,Boroondara
11060,Boroondara
11061,Boroondara
11062,Maroondah
11063,Maroondah
11064,Maroondah
11065,Banyule
11066,Banyule
11067,Banyule
11068,Banyule
11069,Banyule
11070,Banyule
11071,Banyule
11072,Banyule
11073,Banyule
11074,Kingston
11075,Bayside
11076,Melton
11077,Wyndham
11078,Wyndham
11079,Monash
11080,Nillumbik
11081,Banyule
11082,Banyule
11083,Hume
11084,Moonee Valley
11085,Moonee Valley
11086,Moonee Valley
11087,Melbourne
11088,Boroondara
11089,Boroondara
11090,Boroondara
11091,Boroondara
11092,Boroondara
11093,Boroondara
11094,Boroondara
11095,Boroondara
11096,Boroondara
11097,Greater Dandenong
11098,Maribyrnong
11099,Maribyrnong
11100,Melton
11101,Whittlesea
11102,Frankston
11103,Banyule
11104,Maribyrnong
11105,Maribyrnong
11106,Maribyrnong
11107,Maribyrnong
11108,Stonnington
11109,Stonnington
11110,Stonnington
11111,Stonnington
11112,Stonnington
11113,Stonnington
11114,Maribyrnong
11115,Maribyrnong
11116,Glen Eira
11117,Melton
11118,Kingston
11119,Kingston
11120,Whittlesea
11121,Whitehorse
11122,Whitehorse
11123,Banyule
11124,Moonee Valley
11125,Moonee Valley
11126,Yarra Ranges
11127,Kingston
11128,Kingston
11129,Monash
11130,Monash
11131,Monash
11132,Monash
11133,Casey
11134,Hobsons Bay
11135,Hobsons Bay
11136,Hobsons Bay
11137,Hobsons Bay
11138,Hobsons Bay
11139,Moonee Valley
11140,Melbourne
11141,Melbourne
11142,Melbourne
11143,Darebin
11144,Darebin
11145,Darebin
11146,Whitehorse
11147,Monash
11148,Monash
11149,Glen Eira
11150,Glen Eira
11151,Kingston
11152,Kingston
11153,Moreland
11154,Moreland
11155,Moreland
11156,Moreland
11157,Moreland
11158,Wyndham
11159,Wyndham
11160,Port Phillip
11161,Port Phillip
11162,Port Phillip
11163,Stonnington
11164,Stonnington
11165,Stonnington
11166,Stonnington
11167,Stonnington
11168,Stonnington
11169,Darebin
11170,Darebin
11171,Darebin
11172,Yarra
11173,Darebin
11174,Darebin
11175,Darebin
11176,Darebin
11177,Darebin
11178,Darebin
11179,Darebin
11180,Darebin
11181,Maroondah
11182,Maroondah
11183,Maroondah
11184,Maroondah
11185,Banyule
11186,Banyule
11187,Knox
11188,Bayside
11189,Bayside
11190,Knox
11191,Maribyrnong
11192,Port Phillip
11193,Port Phillip
11194,Port Phillip
11195,Whittlesea
11196,Melbourne
11197,Melbourne
11198,Stonnington
11199,Stonnington
11200,Stonnington
11201,Melbourne
11202,Greater Dandenong
11203,Brimbank
11204,Brimbank
11205,Port Phillip
11206,Port Phillip
11207,Moonee Valley
11208,Moonee Valley
11209,Moonee Valley
11210,Moonee Valley
11211,Brimbank
11212,Brimbank
11213,Brimbank
11214,Whitehorse
11215,Whitehorse
11216,Boroondara
11217,Boroondara
11218,Brimbank
11219,Wyndham
11220,Wyndham
11221,Brimbank
11222,Manningham
11223,Manningham
11224,Manningham
11225,Manningham
11226,Manningham
11227,Manningham
11228,Manningham
11229,Manningham
11230,Manningham
11231,Knox
11232,Whittlesea
11233,Whittlesea
11234,Stonnington
11235,Stonnington
11236,Stonnington
11237,Moonee Valley
11238,Whitehorse
11239,Whitehorse
11240,Whitehorse
11241,Banyule
11242,Banyule
11243,Banyule
11244,Banyule
11245,Wyndham
11246,Wyndham
11247,Wyndham
11248,Maribyrnong
11249,Hume
11250,Hume
11251,Monash
11252,Monash
11253,Monash
11254,Hobsons Bay
11255,Stonnington
11256,Manningham
11257,Wyndham
11258,Maribyrnong
11259,Maribyrnong
11260,Maribyrnong
11261,Maribyrnong
11262,Maribyrnong
11263,Brimbank
11264,Hobsons Bay
11265,Hobsons Bay
11266,Hobsons Bay
11267,Hobsons Bay
11268,Hobsons Bay
11269,Moonee Valley
11270,Moonee Valley
11271,Moonee Valley
11272,Moonee Valley
11273,Moonee Valley
11274,Moonee Valley
11275,Monash
11276,Kingston
11277,Moonee Valley
11278,Port Phillip
11279,Boroondara
11280,Boroondara
11281,Maroondah
11282,Maroondah
11283,Glen Eira
11284,Whitehorse
11285,Whitehorse
11286,Whitehorse
11287,Whitehorse
11288,Whitehorse
11289,Whitehorse
11290,Whitehorse
11291,Knox
11292,Knox
11293,Bayside
11294,Bayside
11295,Hume
11296,Hume
11297,Hobsons Bay
11298,Moreland
11299,Moreland
11300,Moreland
11301,Moreland
11302,Moreland
11303,Moreland
11304,100
11305,Banyule
11306,Whitehorse
11307,Glen Eira
11308,Glen Eira
11309,Glen Eira
11310,Melton
11311,Kingston
11312,Frankston
11313,Glen Eira
11314,Glen Eira
11315,Monash
11316,Monash
11317,Monash
11318,Monash
11319,Kingston
11320,Moreland
11321,Yarra
11322,Hume
11323,Maroondah
11324,Maroondah
11325,Hume
11326,Hume
11327,Greater Dandenong
11328,Greater Dandenong
11329,Greater Dandenong
11330,Brimbank
11331,Brimbank
11332,Brimbank
11333,Kingston
11334,Kingston
11335,Kingston
11336,Manningham
11337,Manningham
11338,Manningham
11339,Casey
11340,Banyule
11341,Glen Eira
11342,Nillumbik
11343,Nillumbik
11344,Casey
11345,Whittlesea
11346,Whittlesea
11347,Whittlesea
11348,Whittlesea
11349,Whittlesea
11350,Moonee Valley
11351,Moonee Valley
11352,Moonee Valley
11353,Moonee Valley
11354,Moonee Valley
11355,Moreland
11356,Knox
11357,Knox
11358,Yarra
11359,Yarra
11360,Yarra
11361,Yarra
11362,Maribyrnong
11363,Maribyrnong
11364,Maribyrnong
11365,Maribyrnong
11366,Whitehorse
11367,Whitehorse
11368,Whitehorse
11369,Frankston
11370,Frankston
11371,Macedon Ranges
11372,Macedon Ranges
11373,Boroondara
11374,Monash
11375,Monash
11376,Banyule
11377,Banyule
11378,Banyule
11379,Nillumbik
11380,Banyule
11381,Banyule
11382,Banyule
11383,Bayside
11384,Bayside
11385,Boroondara
11386,Boroondara
11387,Boroondara
11388,Boroondara
11389,Boroondara
11390,Boroondara
11391,Maroondah
11392,Banyule
11393,Banyule
11394,Banyule
11395,Melton
11396,Wyndham
11397,Wyndham
11398,Wyndham
11399,Banyule
11400,Hume
11401,Brimbank
11402,Brimbank
11403,Brimbank
11404,Moonee Valley
11405,Moonee Valley
11406,Moonee Valley
11407,Moonee Valley
11408,Melbourne
11409,Melbourne
11410,Boroondara
11411,Greater Dandenong
11412,Darebin
11413,Knox
11414,Whittlesea
11415,Whittlesea
11416,Maribyrnong
11417,Maribyrnong
11418,Maribyrnong
11419,Maribyrnong
11420,Stonnington
11421,Maribyrnong
11422,Maribyrnong
11423,Hume
11424,Hume
11425,Hume
11426,Hume
11427,Hume
11428,Melbourne
11429,Melton
11430,Melton
11431,Melton
11432,Whittlesea
11433,Whittlesea
11434,Whittlesea
11435,Whittlesea
11436,Whitehorse
11437,Banyule
11438,Banyule
11439,Moonee Valley
11440,Moonee Valley
11441,Kingston
11442,Yarra Ranges
11443,Yarra Ranges
11444,Monash
11445,Monash
11446,Monash
11447,Monash
11448,Monash
11449,Glen Eira
11450,Glen Eira
11451,Casey
11452,Casey
11453,Hobsons Bay
11454,Hobsons Bay
11455,Moonee Valley
11456,Greater Dandenong
11457,Greater Dandenong
11458,Melbourne
11459,Darebin
11460,Darebin
11461,Darebin
11462,Darebin
11463,Darebin
11464,Monash
11465,Moreland
11466,Moreland
11467,Monash
11468,Monash
11469,Cardinia
11470,Cardinia
11471,Kingston
11472,Kingston
11473,Moreland
11474,Moreland
11475,Moreland
11476,Wyndham
11477,Wyndham
11478,Wyndham
11479,Stonnington
11480,Darebin
11481,Darebin
11482,Darebin
11483,Darebin
11484,Darebin
11485,Darebin
11486,Darebin
11487,Darebin
11488,Darebin
11489,Darebin
11490,Darebin
11491,Yarra
11492,Yarra
11493,Maroondah
11494,Banyule
11495,Banyule
11496,Knox
11497,Knox
11498,Hume
11499,Frankston
11500,Frankston
11501,Frankston
11502,Frankston
11503,Port Phillip
11504,Whittlesea
11505,Stonnington
11506,Stonnington
11507,Stonnington
11508,Greater Dandenong
11509,Brimbank
11510,Brimbank
11511,Brimbank
11512,Banyule
11513,Port Phillip
11514,Port Phillip
11515,Brimbank
11516,Brimbank
11517,Brimbank
11518,Brimbank
11519,Brimbank
11520,Brimbank
11521,Brimbank
11522,Whittlesea
11523,Darebin
11524,Darebin
11525,Stonnington
11526,Moonee Valley
11527,Hume
11528,Whitehorse
11529,Knox
11530,Knox
11531,Knox
11532,Manningham
11533,Kingston
11534,Banyule
11535,Banyule
11536,Banyule
11537,Wyndham
11538,Wyndham
11539,Wyndham
11540,Wyndham
11541,Maribyrnong
11542,Maribyrnong
11543,Maribyrnong
11544,Melbourne
11545,Melbourne
11546,Hume
11547,Monash
11548,Hobsons Bay
11549,Whittlesea
11550,Maribyrnong
11551,Maribyrnong
11552,Maribyrnong
11553,Maribyrnong
11554,Maribyrnong
11555,Yarra
11556,Yarra
11557,Moonee Valley
11558,Moonee Valley
11559,Moonee Valley
11560,Moonee Valley
11561,Moonee Valley
11562,Moonee Valley
11563,Hobsons Bay
11564,Hobsons Bay
11565,Hobsons Bay
11566,Hobsons Bay
11567,Hobsons Bay
11568,Hobsons Bay
11569,Hobsons Bay
11570,Hobsons Bay
11571,Hobsons Bay
11572,Brimbank
11573,Stonnington
11574,Moonee Valley
11575,Moonee Valley
11576,Moonee Valley
11577,Monash
11578,Monash
11579,Kingston
11580,Kingston
11581,Moonee Valley
11582,Moonee Valley
11583,Moonee Valley
11584,Boroondara
11585,Boroondara
11586,Boroondara
11587,Boroondara
11588,Boroondara
11589,Boroondara
11590,Cardinia
11591,Bayside
11592,Banyule
11593,Glen Eira
11594,Glen Eira
11595,Glen Eira
11596,Glen Eira
11597,Glen Eira
11598,Casey
11599,Casey
11600,Whitehorse
11601,Whitehorse
11602,Maribyrnong
11603,Bayside
11604,Bayside
11605,Hume
11606,Hume
11607,Hume
11608,Moreland
11609,Moreland
11610,Moreland
11611,Moreland
11612,Moreland
11613,Banyule
11614,Banyule
11615,Banyule
11616,Brimbank
11617,Boroondara
11618,Melbourne
11619,Yarra
11620,Glen Eira
11621,Glen Eira
11622,Glen Eira
11623,Kingston
11624,Glen Eira
11625,Monash
11626,Kingston
11627,Kingston
11628,Kingston
11629,Yarra
11630,Moreland
11631,Moreland
11632,Yarra
11633,Hume
11634,Hume
11635,Hume
11636,Hume
11637,Hume
11638,Hume
11639,Hume
11640,Maroondah
11641,Greater Dandenong
11642,Greater Dandenong
11643,Greater Dandenong
11644,Greater Dandenong
11645,Boroondara
11646,Brimbank
11647,Brimbank
11648,Brimbank
11649,Manningham
11650,Manningham
11651,Manningham
11652,Manningham
11653,Casey
11654,Melbourne
11655,Kingston
11656,Glen Eira
11657,Glen Eira
11658,Nillumbik
11659,Port Phillip
11660,Port Phillip
11661,Port Phillip
11662,Whittlesea
11663,Whittlesea
11664,Whittlesea
11665,Moonee Valley
11666,Moonee Valley
11667,Moonee Valley
11668,Moreland
11669,Knox
11670,Moonee Valley
11671,Maribyrnong
11672,Maribyrnong
11673,Maribyrnong
11674,Maribyrnong
11675,Whitehorse
11676,Whitehorse
11677,Frankston
11678,Frankston
11679,Hume
11680,Hume
11681,Stonnington
11682,Stonnington
11683,Monash
11684,Monash
11685,Monash
11686,Monash
11687,Monash
11688,Monash
11689,Monash
11690,Moreland
11691,Moreland
11692,Moreland
11693,Nillumbik
11694,Hume
11695,Moreland
11696,Moreland
11697,Bayside
11698,Bayside
11699,Boroondara
11700,Boroondara
11701,Maroondah
11702,Maroondah
11703,Banyule
11704,Banyule
11705,Banyule
11706,Bayside
11707,Bayside
11708,Melton
11709,Wyndham
11710,Wyndham
11711,Wyndham
11712,Monash
11713,Banyule
11714,Banyule
11715,Hume
11716,Brimbank
11717,Moonee Valley
11718,Moonee Valley
11719,Moonee Valley
11720,Boroondara
11721,Brimbank
11722,Melton
11723,Melton
11724,Whittlesea
11725,Whittlesea
11726,Frankston
11727,Frankston
11728,Maribyrnong
11729,Maribyrnong
11730,Maribyrnong
11731,Maribyrnong
11732,Stonnington
11733,Maribyrnong
11734,Maribyrnong
11735,Hume
11736,Melton
11737,Melton
11738,Melton
11739,Melton
11740,Melton
11741,Whittlesea
11742,Whitehorse
11743,Whitehorse
11744,Moonee Valley
11745,Kingston
11746,Monash
11747,Monash
11748,Monash
11749,Monash
11750,Monash
11751,Monash
11752,Hobsons Bay
11753,Moonee Valley
11754,Moonee Valley
11755,Greater Dandenong
11756,Greater Dandenong
11757,Melbourne
11758,Darebin
11759,Darebin
11760,Darebin
11761,Darebin
11762,Monash
11763,Cardinia
11764,Moreland
11765,Moreland
11766,Moreland
11767,Moreland
11768,Moreland
11769,Port Phillip
11770,Stonnington
11771,Darebin
11772,Darebin
11773,Darebin
11774,Darebin
11775,Darebin
11776,Darebin
11777,Darebin
11778,Darebin
11779,Darebin
11780,Yarra
11781,Yarra
11782,Yarra
11783,Yarra
11784,Yarra
11785,Maroondah
11786,Maroondah
11787,Maroondah
11788,Hume
11789,Bayside
11790,Bayside
11791,Knox
11792,Knox
11793,Maribyrnong
11794,Whittlesea
11795,Whittlesea
11796,Whittlesea
11797,Whittlesea
11798,Melbourne
11799,Stonnington
11800,Stonnington
11801,Stonnington
11802,Greater Dandenong
11803,Greater Dandenong
11804,Brimbank
11805,Port Phillip
11806,Port Phillip
11807,Port Phillip
11808,Port Phillip
11809,Moonee Valley
11810,Hume
11811,Hume
11812,Brimbank
11813,Brimbank
11814,Brimbank
11815,Brimbank
11816,Brimbank
11817,Brimbank
11818,Boroondara
11819,Whitehorse
